Date,Price,Open,High,Low,Vol.,Change %
7/17/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
7/18/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
7/19/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
7/22/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
7/23/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
7/24/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
7/25/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.777273674267,656406.6881150036,0.9048842579706565
7/26/24,1126.7006956005325,1125.2715263486039,1128.2898754607222,1132.777271417811,656406.6881150036,0.9048842505900445
7/29/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842579706565
7/30/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842653512685
7/31/24,1126.700694088924,1125.2715248343195,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
8/1/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842579706565
8/2/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842579706565
8/5/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
8/6/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6842623467,0.9048842505900445
8/7/24,1126.7006956005325,1125.2715263486039,1128.2898754607222,1132.777273674267,656406.6842623467,0.9048842505900445
8/8/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
8/9/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
8/12/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
8/13/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
8/14/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
8/15/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
8/16/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
8/19/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6881150036,0.9048842505900445
8/20/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6881150036,0.9048842505900445
8/21/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
8/22/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
8/23/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.777271417811,656406.6842623467,0.9048842505900445
8/26/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
8/27/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
8/28/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
8/29/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
8/30/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6842623467,0.9048842505900445
9/4/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
9/5/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.777273674267,656406.6842623467,0.9048842505900445
9/6/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842579706565
9/9/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
9/10/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
9/11/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
9/12/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
9/13/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
9/16/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
9/17/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
9/18/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777273674267,656406.6842623467,0.9048842505900445
9/19/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
9/20/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
9/23/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
9/24/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
9/25/24,1126.700694844728,1125.2715263486039,1128.2898754607222,1132.777272169963,656406.6861886751,0.9048842505900445
9/26/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6861886751,0.9048842505900445
9/27/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777273674267,656406.6842623467,0.9048842579706565
9/30/24,1126.700694844728,1125.2715248343195,1128.2898754607222,1132.777272169963,656406.6861886751,0.9048842505900445
10/1/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
10/2/24,1126.700694844728,1125.2715248343195,1128.2898754607222,1132.777273674267,656406.6842623467,0.9048842505900445
10/3/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
10/4/24,1126.700694088924,1125.2715263486039,1128.2898754607222,1132.7772729221151,656406.6842623467,0.9048842505900445
10/7/24,1126.700694844728,1125.2715263486039,1128.2898754607222,1132.777272169963,656406.6881150036,0.9048842505900445
10/8/24,1126.700694088924,1125.2715248343195,1128.2898739387904,1132.777271417811,656406.6881150036,0.9048842579706565
10/9/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
10/10/24,1126.700694844728,1125.2715248343195,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
10/11/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
10/14/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777273674267,656406.6861886751,0.9048842505900445
10/15/24,1126.7006956005325,1125.2715263486039,1128.2898754607222,1132.777271417811,656406.6861886751,0.9048842505900445
10/16/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777273674267,656406.6881150036,0.9048842505900445
10/17/24,1126.700694844728,1125.2715255914618,1128.2898754607222,1132.777271417811,656406.6842623467,0.9048842505900445
10/18/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
10/21/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
10/22/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842579706565
10/23/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
10/24/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
10/25/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
10/28/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6881150036,0.9048842505900445
10/29/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6842623467,0.9048842505900445
10/30/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
10/31/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
11/1/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
11/4/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
11/5/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
11/6/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
11/7/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
11/8/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
11/11/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842579706565
11/12/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
11/13/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842505900445
11/14/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
11/15/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
11/18/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
11/19/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842653512685
